STRUCTURE[;],STRUCTURE_ID,ACTION,INDICATOR,BASE_PERIOD,REGION,BREAKDOWN,FREQ,TIME_PERIOD,OBS_VALUE
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1,Q,2026-Q1,104.8
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2016-Q1,101
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2016-Q2,96.8
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2016-Q3,94
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2016-Q4,99.7
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2017-Q1,100.6
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2017-Q2,101.4
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2017-Q3,101.7
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2017-Q4,106
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2018-Q1,101.8
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2018-Q2,102.1
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2018-Q3,102.4
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2018-Q4,103.7
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2019-Q1,102.3
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2019-Q2,103.1
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2019-Q3,103.6
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2019-Q4,107.4
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2020-Q1,101.7
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2020-Q2,103.8
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2020-Q3,105.5
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2020-Q4,107.2
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2021-Q1,105.1
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2021-Q2,109.3
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2021-Q3,112.1
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2021-Q4,116
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2022-Q1,105.3
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2022-Q2,107
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2022-Q3,109.6
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2022-Q4,113.6
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2023-Q1,103.5
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2023-Q2,107.6
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2023-Q3,111.5
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2023-Q4,114.3
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2024-Q1,105.2
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2024-Q2,107.3
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2024-Q3,110.9
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2024-Q4,115.2
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2025-Q1,104.4
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2025-Q2,108.6
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2025-Q3,109.1
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_1,Q,2025-Q4,114.3
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2016-Q1,100.9
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2016-Q2,98.9
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2016-Q3,100
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2016-Q4,105.2
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2017-Q1,101
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2017-Q2,101.6
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2017-Q3,102
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2017-Q4,103.4
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2018-Q1,102.2
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2018-Q2,103.3
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2018-Q3,103.8
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2018-Q4,105
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2019-Q1,102
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2019-Q2,105
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2019-Q3,105.2
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2019-Q4,108.1
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2020-Q1,100.4
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2020-Q2,102.5
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2020-Q3,103
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2020-Q4,104.5
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2021-Q1,103.7
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2021-Q2,109.1
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2021-Q3,111.8
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2021-Q4,116.5
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2022-Q1,104.5
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2022-Q2,108.5
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2022-Q3,110.5
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2022-Q4,111.6
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2023-Q1,100.9
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2023-Q2,106.4
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2023-Q3,111.7
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2023-Q4,114
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2024-Q1,105.3
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2024-Q2,107.6
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2024-Q3,111.8
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2024-Q4,116.3
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2025-Q1,104.2
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2025-Q2,108
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2025-Q3,108
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_2,Q,2025-Q4,112.5
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2016-Q1,101
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2016-Q2,97.9
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2016-Q3,100.8
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2016-Q4,100.3
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2017-Q1,102.6
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2017-Q2,102.6
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2017-Q3,102.8
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2017-Q4,103.1
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2018-Q1,101.6
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2018-Q2,103.7
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2018-Q3,104.4
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2018-Q4,108.1
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2019-Q1,103
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2019-Q2,106.4
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2019-Q3,106.4
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2019-Q4,109.1
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2020-Q1,103.1
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2020-Q2,103.4
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2020-Q3,105.5
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2020-Q4,107.7
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2021-Q1,106.9
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2021-Q2,111.6
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2021-Q3,113.9
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2021-Q4,118.4
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2022-Q1,104.7
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2022-Q2,108.8
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2022-Q3,110.2
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2022-Q4,112.8
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2023-Q1,101.8
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2023-Q2,106.9
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2023-Q3,113.3
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2023-Q4,117.2
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2024-Q1,104.9
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2024-Q2,107
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2024-Q3,110.7
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2024-Q4,115.2
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2025-Q1,104.2
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2025-Q2,107.3
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2025-Q3,107.4
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_1_3,Q,2025-Q4,111.4
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_2,Q,2016-Q1,104.2
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_2,Q,2016-Q2,99.4
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_2,Q,2016-Q3,104.3
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_2,Q,2016-Q4,103.4
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_2,Q,2017-Q1,102.6
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_2,Q,2017-Q2,103
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_2,Q,2017-Q3,103.6
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_2,Q,2017-Q4,106.2
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_2,Q,2018-Q1,100.7
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_2,Q,2018-Q2,99.6
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_2,Q,2018-Q3,102.4
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_2,Q,2018-Q4,108
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_2,Q,2019-Q1,102.8
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,IVQUART_PREV_YEAR,UA00000000000000000,H_1_2,Q,2019-Q2,104.7
