STRUCTURE[;],STRUCTURE_ID,ACTION,INDICATOR,PRICE_TYPE,REGION,BREAKDOWN_CATEGORY,BREAKDOWN,SECTOR_ECONOMY,FREQ,TIME_PERIOD,OBS_VALUE
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_111,S_1,A,2018,71462
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_111,S_1,A,2019,84364
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_111,S_1,A,2020,57370
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_111,S_1,A,2021,75385
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_111,S_1,A,2022,40448
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_111,S_1,A,2023,53635
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_111,S_1,A,2024,77708
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_112,S_1,A,2010,65957
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_112,S_1,A,2011,85565
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_112,S_1,A,2012,104115
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_112,S_1,A,2013,97553
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_112,S_1,A,2014,79062
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_112,S_1,A,2015,73423
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_112,S_1,A,2016,114140
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_112,S_1,A,2017,132397
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_112,S_1,A,2018,183358
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_112,S_1,A,2019,268211
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_112,S_1,A,2020,222741
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_112,S_1,A,2021,232899
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_112,S_1,A,2022,106152
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_112,S_1,A,2023,226516
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_112,S_1,A,2024,286112
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_113,S_1,A,2010,61728
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_113,S_1,A,2011,80790
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_113,S_1,A,2012,95052
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_113,S_1,A,2013,98513
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_113,S_1,A,2014,59010
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_113,S_1,A,2015,73865
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_113,S_1,A,2016,138056
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_113,S_1,A,2017,205756
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_113,S_1,A,2018,258802
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_113,S_1,A,2019,310050
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_113,S_1,A,2020,217298
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_113,S_1,A,2021,274712
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_113,S_1,A,2022,302339
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_113,S_1,A,2023,716283
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_113,S_1,A,2024,925837
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_114,S_1,A,2010,341
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_114,S_1,A,2011,255
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_114,S_1,A,2012,852
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_114,S_1,A,2013,676
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_114,S_1,A,2014,594
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_114,S_1,A,2015,3631
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_114,S_1,A,2016,4926
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_114,S_1,A,2017,5889
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_114,S_1,A,2018,15866
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_114,S_1,A,2019,18698
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_114,S_1,A,2020,25953
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_115,S_1,A,2010,865
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_115,S_1,A,2011,939
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_115,S_1,A,2012,1596
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_115,S_1,A,2013,2081
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_115,S_1,A,2014,798
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_115,S_1,A,2015,1713
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_115,S_1,A,2016,2395
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_115,S_1,A,2017,2221
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_115,S_1,A,2018,2858
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_115,S_1,A,2019,4993
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_115,S_1,A,2020,4543
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_115,S_1,A,2021,6082
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_115,S_1,A,2022,3372
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_115,S_1,A,2023,7230
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_115,S_1,A,2024,5746
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_116,S_1,A,2010,26
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_116,S_1,A,2011,15
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_116,S_1,A,2012,7
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_116,S_1,A,2013,0
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_116,S_1,A,2014,5
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_116,S_1,A,2015,3
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_116,S_1,A,2016,3
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_116,S_1,A,2017,6
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_116,S_1,A,2018,2
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_116,S_1,A,2019,5
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_116,S_1,A,2020,3
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_116,S_1,A,2021,3
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_116,S_1,A,2022,2
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_116,S_1,A,2023,30
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_116,S_1,A,2024,65
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_117,S_1,A,2010,7896
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_117,S_1,A,2011,8034
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_117,S_1,A,2012,10060
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_117,S_1,A,2013,8762
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_117,S_1,A,2014,7778
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_117,S_1,A,2015,6624
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_117,S_1,A,2016,9489
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_117,S_1,A,2017,13493
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_117,S_1,A,2018,16005
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_117,S_1,A,2019,15665
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_117,S_1,A,2020,23146
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_117,S_1,A,2021,27922
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_117,S_1,A,2022,23784
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_117,S_1,A,2023,28219
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_117,S_1,A,2024,50625
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_1171,S_1,A,2010,4794
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_1171,S_1,A,2011,4955
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_1171,S_1,A,2012,6293
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_1171,S_1,A,2013,4937
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_1171,S_1,A,2014,4979
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_1171,S_1,A,2015,3241
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_1171,S_1,A,2016,4209
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_1171,S_1,A,2017,5268
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_1171,S_1,A,2018,6945
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_1171,S_1,A,2019,5684
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_1171,S_1,A,2020,7116
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_1171,S_1,A,2021,7769
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_1171,S_1,A,2022,9038
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_1171,S_1,A,2023,7082
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_1171,S_1,A,2024,17223
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_1172,S_1,A,2010,31
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_1172,S_1,A,2011,23
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_1172,S_1,A,2012,91
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_1172,S_1,A,2013,105
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_1172,S_1,A,2014,90
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_1172,S_1,A,2015,209
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_1172,S_1,A,2016,229
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_1172,S_1,A,2017,380
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_1172,S_1,A,2018,276
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_1172,S_1,A,2019,664
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_1172,S_1,A,2020,277
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_1172,S_1,A,2021,211
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_1172,S_1,A,2022,55
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_1172,S_1,A,2023,123
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_1172,S_1,A,2024,158
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_1173,S_1,A,2010,2518
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_1173,S_1,A,2011,2485
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_1173,S_1,A,2012,3315
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_1173,S_1,A,2013,3440
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_1173,S_1,A,2014,2648
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_1173,S_1,A,2015,3009
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_1173,S_1,A,2016,4823
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_1173,S_1,A,2017,7399
dataflow,SSSU:DF_ANNUAL_NATIONAL_ACCOUNTS(7.0.0),R,GRS_FIX_CAP_FOR,PRICES_PY,UA00000000000000000,ASSETS_TYPE,AN_1173,S_1,A,2018,8275
