STRUCTURE[;],STRUCTURE_ID,ACTION,INDICATOR,BASE_PERIOD,REGION,BREAKDOWN_CATEGORY,BREAKDOWN,NACE,COST_DIRECTION,FREQ,TIME_PERIOD,OBS_VALUE
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,PRT,_T,A,2019,230059
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,PRT,_T,A,2020,159897
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,PRT,_T,A,2021,258588
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,PRT,_T,A,2022,44856
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,PRT,_T,A,2023,46215
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,PRT,_T,A,2024,46959
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,PSS,_T,A,2019,114864
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,PSS,_T,A,2020,121250
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,PSS,_T,A,2021,116223
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,PSS,_T,A,2022,80958
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,PSS,_T,A,2023,143125
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,PSS,_T,A,2024,138818
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,PSS,_T,A,2025,124930
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,Q,_T,A,2019,738617
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,Q,_T,A,2020,876781
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,Q,_T,A,2021,2020569
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,Q,_T,A,2022,1217651
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,Q,_T,A,2023,1792999
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,Q,_T,A,2024,1854870
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,Q,_T,A,2025,1964141
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,R,_T,A,2019,184906
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,R,_T,A,2020,146525
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,R,_T,A,2021,156180
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,R,_T,A,2022,105114
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,R,_T,A,2023,147258
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,R,_T,A,2024,226984
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,R,_T,A,2025,514604
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,S,_T,A,2019,75667
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,S,_T,A,2020,69987
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,S,_T,A,2021,78130
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,S,_T,A,2022,42066
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,S,_T,A,2023,68205
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,S,_T,A,2024,122543
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,S,_T,A,2025,164479
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,ACQST_AST_WERE_IN_USE,A,2015,172196
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,ACQST_AST_WERE_IN_USE,A,2016,443787
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,ACQST_AST_WERE_IN_USE,A,2017,224428
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,ACQST_AST_WERE_IN_USE,A,2018,259298
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,ACQST_AST_WERE_IN_USE,A,2019,232570
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,ACQST_AST_WERE_IN_USE,A,2020,291420
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,ACQST_AST_WERE_IN_USE,A,2021,515871
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,ACQST_AST_WERE_IN_USE,A,2022,1137531
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,ACQST_AST_WERE_IN_USE,A,2023,2709235
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,ACQST_AST_WERE_IN_USE,A,2024,322601
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,ACQST_AST_WERE_IN_USE,A,2025,494687
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,ACQST_CREAT_NEW_AST,A,2015,5153821
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,ACQST_CREAT_NEW_AST,A,2016,8343285
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,ACQST_CREAT_NEW_AST,A,2017,11226298
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,ACQST_CREAT_NEW_AST,A,2018,13984668
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,ACQST_CREAT_NEW_AST,A,2019,16401572
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,ACQST_CREAT_NEW_AST,A,2020,18200529
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,ACQST_CREAT_NEW_AST,A,2021,26035144
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,ACQST_CREAT_NEW_AST,A,2022,33669569
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,ACQST_CREAT_NEW_AST,A,2023,26010762
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,ACQST_CREAT_NEW_AST,A,2024,27330784
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,ACQST_CREAT_NEW_AST,A,2025,47625072
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,IMPROV_RECON_MODRN,A,2015,896867
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,IMPROV_RECON_MODRN,A,2016,1092302
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,IMPROV_RECON_MODRN,A,2017,1591920
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,IMPROV_RECON_MODRN,A,2018,1847686
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,IMPROV_RECON_MODRN,A,2019,2690512
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,IMPROV_RECON_MODRN,A,2020,3073396
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,IMPROV_RECON_MODRN,A,2021,2379788
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,IMPROV_RECON_MODRN,A,2022,899595
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,IMPROV_RECON_MODRN,A,2023,1522194
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,IMPROV_RECON_MODRN,A,2024,2456315
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,IMPROV_RECON_MODRN,A,2025,3454871
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,OVERHAUL,A,2015,341016
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,OVERHAUL,A,2016,833312
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,OVERHAUL,A,2017,888841
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,OVERHAUL,A,2018,908606
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,OVERHAUL,A,2019,1051177
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,OVERHAUL,A,2020,700324
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,OVERHAUL,A,2021,1181906
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,OVERHAUL,A,2022,329792
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,OVERHAUL,A,2023,1758807
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,OVERHAUL,A,2024,2404599
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,OVERHAUL,A,2025,1591195
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,_T,A,2010,3625993
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,_T,A,2011,4333829
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,_T,A,2012,6877872
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,_T,A,2013,7511469
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,_T,A,2014,5586376
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,_T,A,2015,6563900
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,_T,A,2016,10712686
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,_T,A,2017,13931487
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,_T,A,2018,17000258
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,_T,A,2019,20375831
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,_T,A,2020,22265669
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,_T,A,2021,30112709
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,_T,A,2022,36036487
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,_T,A,2023,32000998
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,_T,A,2024,32514299
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_OTH,_T,_T,A,2025,53165825
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_RES_BLDG,01,_T,A,2020,86262
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_RES_BLDG,01,_T,A,2024,141425
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_RES_BLDG,01_1,_T,A,2019,102389
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_RES_BLDG,01_1,_T,A,2020,77004
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_RES_BLDG,01_1,_T,A,2021,138488
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_RES_BLDG,01_1,_T,A,2022,104177
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_RES_BLDG,01_1,_T,A,2023,110927
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_RES_BLDG,01_1,_T,A,2024,83555
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_RES_BLDG,01_1,_T,A,2025,180696
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_RES_BLDG,01_2,_T,A,,
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_RES_BLDG,01_3,_T,A,,
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_RES_BLDG,01_4,_T,A,2019,15381
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_RES_BLDG,01_4,_T,A,2020,8612
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_RES_BLDG,01_4,_T,A,2021,41256
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_RES_BLDG,01_4,_T,A,2022,22433
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_RES_BLDG,01_4,_T,A,2023,105986
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_RES_BLDG,01_4,_T,A,2024,44254
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_RES_BLDG,01_4,_T,A,2025,80636
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_RES_BLDG,01_5,_T,A,2021,3547
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_RES_BLDG,01_6,_T,A,,
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_RES_BLDG,01_7,_T,A,,
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_RES_BLDG,02,_T,A,2020,1776
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_RES_BLDG,02,_T,A,2021,2418
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_RES_BLDG,02_1,_T,A,2022,1721
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_RES_BLDG,02_2,_T,A,2019,4547
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_RES_BLDG,02_2,_T,A,2021,1819
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_RES_BLDG,02_3,_T,A,,
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_RES_BLDG,02_4,_T,A,,
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_RES_BLDG,03,_T,A,,
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_RES_BLDG,03_1,_T,A,,
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_RES_BLDG,03_2,_T,A,,
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_RES_BLDG,05,_T,A,,
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_RES_BLDG,05_1,_T,A,,
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_RES_BLDG,05_2,_T,A,,
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_RES_BLDG,06,_T,A,,
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_RES_BLDG,06_1,_T,A,,
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_RES_BLDG,06_2,_T,A,,
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_RES_BLDG,07,_T,A,,
dataflow,SSSU:DF_CAPITAL_INVESTMENTS_A(3.0.1),R,CAP_INV_UAH,_Z,UA00000000000000000,ASST_TYPE,TANG_GOODS_RES_BLDG,07_1,_T,A,,
