STRUCTURE[;],STRUCTURE_ID,ACTION,INDICATOR,PERIOD_OF_TIME,SEX,REGION,BREAKDOWN_CATEGORY,BREAKDOWN,FREQ,TIME_PERIOD,OBS_VALUE
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP814,A,2016,29.2
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP814,A,2020,63.41
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP815,A,2016,28.96
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP815,A,2020,63.54
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP816,A,2016,23.84
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP816,A,2020,53.5
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP817,A,2016,28.72
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP817,A,2020,64.21
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP82,A,2016,30.35
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP82,A,2020,66.86
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP821,A,2016,35.01
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP821,A,2020,72.24
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP822,A,2016,31.7
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP822,A,2020,72.73
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP823,A,2016,32.73
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP823,A,2020,63.76
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP824,A,2016,25.77
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP824,A,2020,60.88
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP825,A,2016,30.09
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP825,A,2020,61.82
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP826,A,2016,19.78
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP826,A,2020,48.54
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP827,A,2016,30.28
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP827,A,2020,70.11
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP828,A,2016,28.75
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP828,A,2020,62.15
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP829,A,2016,30.65
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP829,A,2020,64.81
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP83,A,2016,28.99
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP83,A,2020,67.1
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP831,A,2016,42.77
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP831,A,2020,102.64
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP832,A,2016,25.7
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP832,A,2020,60.7
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP833,A,2016,31.47
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP833,A,2020,74.74
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP834,A,2016,34.05
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP834,A,2020,68.63
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP89,A,2016,32.6
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP89,A,2020,78.55
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP899,A,2016,32.6
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP899,A,2020,78.55
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP9,A,2016,17.33
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP9,A,2020,44.51
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP91,A,2016,15.06
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP91,A,2020,39.14
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP912,A,2016,10.37
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP912,A,2020,43.3
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP913,A,2016,14.68
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP913,A,2020,38.63
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP914,A,2016,16.34
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP914,A,2020,38.76
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP915,A,2016,15.22
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP915,A,2020,37.67
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP916,A,2016,15.52
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP916,A,2020,42.38
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP92,A,2016,16.23
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP92,A,2020,35.11
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP921,A,2016,16.23
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP921,A,2020,35.11
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP93,A,2016,22.51
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP93,A,2020,51.17
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP931,A,2016,28.94
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP931,A,2020,65.83
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP932,A,2016,21.38
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP932,A,2020,49.47
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP933,A,2016,24.24
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP933,A,2020,54.46
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP94,A,2016,21.83
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP94,A,2020,53.67
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP941,A,2016,21.83
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,KP941,A,2020,53.67
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,_T,A,2016,33.28
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,PROFESSIONS,_T,A,2020,76.54
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,WORK_EXPERIENCE,YF01_1,A,2016,31.66
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,WORK_EXPERIENCE,YF01_1,A,2020,73.24
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,WORK_EXPERIENCE,YF02_1,A,2016,33.68
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,WORK_EXPERIENCE,YF02_1,A,2020,80.51
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,WORK_EXPERIENCE,YF03_1,A,2016,34.66
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,WORK_EXPERIENCE,YF03_1,A,2020,80
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,WORK_EXPERIENCE,YF04_1,A,2016,36.5
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,WORK_EXPERIENCE,YF04_1,A,2020,82.97
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,WORK_EXPERIENCE,YF05_1,A,2016,35.43
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,WORK_EXPERIENCE,YF05_1,A,2020,78.92
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,WORK_EXPERIENCE,YU01_1,A,2016,29.77
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,WORK_EXPERIENCE,YU01_1,A,2020,71.11
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,WORK_EXPERIENCE,_T,A,2016,33.28
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,WORK_EXPERIENCE,_T,A,2020,76.54
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,_Z,_Z,A,2016,33.28
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,HOUR,_T,UA00000000000000000,_Z,_Z,A,2020,76.54
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,MONTH,FEMALE,UA00000000000000000,AGE_GROUP,YF06_1,A,2016,4375
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,MONTH,FEMALE,UA00000000000000000,AGE_GROUP,YF06_1,A,2020,10272
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,MONTH,FEMALE,UA00000000000000000,AGE_GROUP,YF08_1,A,2016,4547
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,MONTH,FEMALE,UA00000000000000000,AGE_GROUP,YF08_1,A,2020,11267
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,MONTH,FEMALE,UA00000000000000000,AGE_GROUP,YF10_1,A,2016,4220
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,MONTH,FEMALE,UA00000000000000000,AGE_GROUP,YF10_1,A,2020,10121
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,MONTH,FEMALE,UA00000000000000000,AGE_GROUP,YF12,A,2016,4219
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,MONTH,FEMALE,UA00000000000000000,AGE_GROUP,YF12,A,2020,9459
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,MONTH,FEMALE,UA00000000000000000,AGE_GROUP,YF13,A,2016,3808
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,MONTH,FEMALE,UA00000000000000000,AGE_GROUP,YF13,A,2020,9216
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,MONTH,FEMALE,UA00000000000000000,AGE_GROUP,YL08,A,2016,3659
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,MONTH,FEMALE,UA00000000000000000,AGE_GROUP,YL08,A,2020,8177
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,MONTH,FEMALE,UA00000000000000000,AGE_GROUP,YU08,A,2016,2937
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,MONTH,FEMALE,UA00000000000000000,AGE_GROUP,YU08,A,2020,6958
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,MONTH,FEMALE,UA00000000000000000,AGE_GROUP,_T,A,2016,4229
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,MONTH,FEMALE,UA00000000000000000,AGE_GROUP,_T,A,2020,10049
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,MONTH,FEMALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,A,A,2016,3304
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,MONTH,FEMALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,A,A,2020,7631
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,MONTH,FEMALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,B,A,2016,5072
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,MONTH,FEMALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,B,A,2020,11661
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,MONTH,FEMALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,B-E,A,2016,4544
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,MONTH,FEMALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,B-E,A,2020,9812
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,MONTH,FEMALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,C,A,2016,4382
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,MONTH,FEMALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,C,A,2020,9274
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,MONTH,FEMALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,D,A,2016,5449
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,MONTH,FEMALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,D,A,2020,12716
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,MONTH,FEMALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,E,A,2016,3604
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,MONTH,FEMALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,E,A,2020,8813
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,MONTH,FEMALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,F,A,2016,3733
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,MONTH,FEMALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,F,A,2020,8413
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,MONTH,FEMALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,G,A,2016,4395
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,MONTH,FEMALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,G,A,2020,9340
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,MONTH,FEMALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,H,A,2016,4703
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,MONTH,FEMALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,H,A,2020,11678
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,MONTH,FEMALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,I,A,2016,2977
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,MONTH,FEMALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,I,A,2020,4747
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,MONTH,FEMALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,J,A,2016,7099
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,MONTH,FEMALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,J,A,2020,16475
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,MONTH,FEMALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,K,A,2016,7155
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,MONTH,FEMALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,K,A,2020,15743
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,MONTH,FEMALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,L,A,2016,3831
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,MONTH,FEMALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,L,A,2020,8135
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,MONTH,FEMALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,M,A,2016,6238
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,MONTH,FEMALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,M,A,2020,12764
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,MONTH,FEMALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,N,A,2016,3944
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,MONTH,FEMALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,N,A,2020,8753
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,MONTH,FEMALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,O,A,2016,4162
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,MONTH,FEMALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,O,A,2020,14934
dataflow,SSSU:DF_SALARY_LEVEL_OF_EMPLOYEES(6.0.0),R,ACC_SAL_PAYM,MONTH,FEMALE,UA00000000000000000,ECONOMIC_ACTIVITY_TYPE,P,A,2016,4141
